"Year","Gender","Level of Degree or Other Award","Academic Discipline, Detailed (standardized)","Academic Institution (standardized)","FICE","Degrees/Awards Conferred (NCES population of institutions)(Sum)"
1992,"Male","Doctorate Degrees","Psychology","Pennsylvania State U, Main Campus",6965,12
1992,"Male","Doctorate Degrees","Psychology","Purdue University, Main Campus",1825,3
1992,"Male","Doctorate Degrees","Economics","Indiana University at Bloomington",1809,10
1992,"Male","Doctorate Degrees","Economics","Pennsylvania State U, Main Campus",6965,7
1992,"Male","Doctorate Degrees","Economics","Purdue University, Main Campus",1825,15
1992,"Male","Doctorate Degrees","Political Science and Public Administration","Indiana University at Bloomington",1809,9
1992,"Male","Doctorate Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,3
1992,"Male","Doctorate Degrees","Political Science and Public Administration","Purdue University, Main Campus",1825,4
1992,"Male","Doctorate Degrees","Sociology","Indiana University at Bloomington",1809,3
1992,"Male","Doctorate Degrees","Sociology","Pennsylvania State U, Main Campus",6965,5
1992,"Male","Doctorate Degrees","Sociology","Purdue University, Main Campus",1825,3
1992,"Male","Doctorate Degrees","Anthropology","Indiana University at Bloomington",1809,2
1992,"Male","Doctorate Degrees","Anthropology","Pennsylvania State U, Main Campus",6965,3
1992,"Male","Doctorate Degrees","Linguistics","Indiana University at Bloomington",1809,5
1992,"Male","Doctorate Degrees","History of Science","Indiana University at Bloomington",1809,1
1992,"Male","Doctorate Degrees","Area and Ethnic Studies","Indiana University at Bloomington",1809,3
1992,"Male","Doctorate Degrees","Other Social Sciences","Indiana University at Bloomington",1809,5
1992,"Male","Doctorate Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,8
1992,"Male","Doctorate Degrees","History","Indiana University at Bloomington",1809,8
1992,"Male","Doctorate Degrees","History","Purdue University, Main Campus",1825,1
1992,"Male","Doctorate Degrees","English and Literature","Indiana University at Bloomington",1809,9
1992,"Male","Doctorate Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,13
1992,"Male","Doctorate Degrees","English and Literature","Purdue University, Main Campus",1825,5
1992,"Male","Doctorate Degrees","Foreign Languages","Indiana University at Bloomington",1809,10
1992,"Male","Doctorate Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,2
1992,"Male","Doctorate Degrees","Other Humanities","Indiana University at Bloomington",1809,3
1992,"Male","Doctorate Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,3
1992,"Male","Doctorate Degrees","Other Humanities","Purdue University, Main Campus",1825,1
1992,"Male","Doctorate Degrees","Arts and Music","Indiana University at Bloomington",1809,19
1992,"Male","Doctorate Degrees","Other Science/Technical Education","Indiana University at Bloomington",1809,1
1992,"Male","Doctorate Degrees","Other Science/Technical Education","Pennsylvania State U, Main Campus",6965,4
1992,"Male","Doctorate Degrees","Non-Science Education","Indiana University at Bloomington",1809,41
1992,"Male","Doctorate Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,42
1992,"Male","Doctorate Degrees","Non-Science Education","Purdue University, Main Campus",1825,17
1992,"Male","Doctorate Degrees","Business and Management","Indiana University at Bloomington",1809,25
1992,"Male","Doctorate Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,21
1992,"Male","Doctorate Degrees","Business and Management","Purdue University, Main Campus",1825,9
1992,"Male","Doctorate Degrees","Communication and Librarianship","Indiana University at Bloomington",1809,6
1992,"Male","Doctorate Degrees","Communication and Librarianship","Purdue University, Main Campus",1825,7
1992,"Male","Doctorate Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,3
1992,"Male","Doctorate Degrees","Vocational Studies and Home Economics","Purdue University, Main Campus",1825,4
1992,"Male","Doctorate Degrees","Other Non-sciences or Unknown Disciplines","Indiana University at Bloomington",1809,1
1992,"Male","Doctorate Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,13
1992,"Male","Master's Degrees","Aerospace Engineering","Pennsylvania State U, Main Campus",6965,17
1992,"Male","Master's Degrees","Aerospace Engineering","Purdue University, Main Campus",1825,23
1992,"Male","Master's Degrees","Chemical Engineering","Pennsylvania State U, Main Campus",6965,12
1992,"Male","Master's Degrees","Chemical Engineering","Purdue University, Main Campus",1825,11
1992,"Male","Master's Degrees","Civil Engineering","Pennsylvania State U, Main Campus",6965,38
1992,"Male","Master's Degrees","Civil Engineering","Purdue University, Main Campus",1825,55
1992,"Male","Master's Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,55
1992,"Male","Master's Degrees","Electrical Engineering","Purdue University, Main Campus",1825,113
1992,"Male","Master's Degrees","Mechanical Engineering","Pennsylvania State U, Main Campus",6965,55
1992,"Male","Master's Degrees","Mechanical Engineering","Purdue University, Main Campus",1825,65
1992,"Male","Master's Degrees","Materials Engineering","Pennsylvania State U, Main Campus",6965,27
1992,"Male","Master's Degrees","Materials Engineering","Purdue University, Main Campus",1825,5
1992,"Male","Master's Degrees","Industrial Engineering","Pennsylvania State U, Main Campus",6965,18
1992,"Male","Master's Degrees","Industrial Engineering","Purdue University, Main Campus",1825,44
1992,"Male","Master's Degrees","Other Engineering","Pennsylvania State U, Main Campus",6965,24
1992,"Male","Master's Degrees","Other Engineering","Purdue University, Main Campus",1825,32
1992,"Male","Master's Degrees","Astronomy","Indiana University at Bloomington",1809,2
1992,"Male","Master's Degrees","Chemistry","Indiana University at Bloomington",1809,8
1992,"Male","Master's Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,10
1992,"Male","Master's Degrees","Chemistry","Purdue University, Main Campus",1825,6
1992,"Male","Master's Degrees","Physics","Indiana University at Bloomington",1809,11
1992,"Male","Master's Degrees","Physics","Pennsylvania State U, Main Campus",6965,5
1992,"Male","Master's Degrees","Physics","Purdue University, Main Campus",1825,15
1992,"Male","Master's Degrees","Other Physical Sciences","Pennsylvania State U, Main Campus",6965,1
1992,"Male","Master's Degrees","Atmospheric Sciences","Pennsylvania State U, Main Campus",6965,12
1992,"Male","Master's Degrees","Earth Sciences","Indiana University at Bloomington",1809,7
1992,"Male","Master's Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,8
1992,"Male","Master's Degrees","Earth Sciences","Purdue University, Main Campus",1825,8
1992,"Male","Master's Degrees","Mathematics and Statistics","Indiana University at Bloomington",1809,7
1992,"Male","Master's Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,9
1992,"Male","Master's Degrees","Mathematics and Statistics","Purdue University, Main Campus",1825,32
1992,"Male","Master's Degrees","Computer Science","Indiana University at Bloomington",1809,30
1992,"Male","Master's Degrees","Computer Science","Pennsylvania State U, Main Campus",6965,25
1992,"Male","Master's Degrees","Computer Science","Purdue University, Main Campus",1825,26
1992,"Male","Master's Degrees","Agricultural Sciences","Indiana University at Bloomington",1809,27
1992,"Male","Master's Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,19
1992,"Male","Master's Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,34
1992,"Male","Master's Degrees","Biological Sciences","Indiana University at Bloomington",1809,2
1992,"Male","Master's Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,7
1992,"Male","Master's Degrees","Biological Sciences","Purdue University, Main Campus",1825,9
1992,"Male","Master's Degrees","Medical Sciences","Purdue University, Main Campus",1825,8
1992,"Male","Master's Degrees","Other Life Sciences","Pennsylvania State U, Main Campus",6965,6
1992,"Male","Master's Degrees","Other Life Sciences","Purdue University, Main Campus",1825,3
1992,"Male","Master's Degrees","Psychology","Indiana University at Bloomington",1809,1
1992,"Male","Master's Degrees","Psychology","Pennsylvania State U, Main Campus",6965,11
1992,"Male","Master's Degrees","Psychology","Purdue University, Main Campus",1825,5
1992,"Male","Master's Degrees","Economics","Indiana University at Bloomington",1809,9
1992,"Male","Master's Degrees","Economics","Pennsylvania State U, Main Campus",6965,15
1992,"Male","Master's Degrees","Economics","Purdue University, Main Campus",1825,19
1992,"Male","Master's Degrees","Political Science and Public Administration","Indiana University at Bloomington",1809,37
1992,"Male","Master's Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,21
1992,"Male","Master's Degrees","Political Science and Public Administration","Purdue University, Main Campus",1825,2
1992,"Male","Master's Degrees","Sociology","Indiana University at Bloomington",1809,3
1992,"Male","Master's Degrees","Sociology","Pennsylvania State U, Main Campus",6965,6
1992,"Male","Master's Degrees","Sociology","Purdue University, Main Campus",1825,6
1992,"Male","Master's Degrees","Anthropology","Indiana University at Bloomington",1809,3
1992,"Male","Master's Degrees","Anthropology","Pennsylvania State U, Main Campus",6965,1
1992,"Male","Master's Degrees","Linguistics","Indiana University at Bloomington",1809,10
1992,"Male","Master's Degrees","History of Science","Indiana University at Bloomington",1809,2
1992,"Male","Master's Degrees","Area and Ethnic Studies","Indiana University at Bloomington",1809,19
1992,"Male","Master's Degrees","Other Social Sciences","Indiana University at Bloomington",1809,7
1992,"Male","Master's Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,6
1992,"Male","Master's Degrees","Engineering Technologies","Pennsylvania State U, Main Campus",6965,4
1992,"Male","Master's Degrees","History","Indiana University at Bloomington",1809,18
1992,"Male","Master's Degrees","History","Pennsylvania State U, Main Campus",6965,5
1992,"Male","Master's Degrees","History","Purdue University, Main Campus",1825,6
1992,"Male","Master's Degrees","English and Literature","Indiana University at Bloomington",1809,22
1992,"Male","Master's Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,19
1992,"Male","Master's Degrees","English and Literature","Purdue University, Main Campus",1825,12
1992,"Male","Master's Degrees","Foreign Languages","Indiana University at Bloomington",1809,10
1992,"Male","Master's Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,4
1992,"Male","Master's Degrees","Foreign Languages","Purdue University, Main Campus",1825,4
1992,"Male","Master's Degrees","Other Humanities","Indiana University at Bloomington",1809,1
1992,"Male","Master's Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,2
1992,"Male","Master's Degrees","Other Humanities","Purdue University, Main Campus",1825,6
1992,"Male","Master's Degrees","Religion and Theology","Indiana University at Bloomington",1809,4
1992,"Male","Master's Degrees","Arts and Music","Indiana University at Bloomington",1809,77
1992,"Male","Master's Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,20
1992,"Male","Master's Degrees","Arts and Music","Purdue University, Main Campus",1825,6
1992,"Male","Master's Degrees","Architecture and Environmental Design","Pennsylvania State U, Main Campus",6965,5
1992,"Male","Master's Degrees","Other Science/Technical Education","Indiana University at Bloomington",1809,1
1992,"Male","Master's Degrees","Other Science/Technical Education","Pennsylvania State U, Main Campus",6965,10
