"Year","Academic Discipline, Broad (standardized)","Level of Degree or Other Award","Highest Degree (standardized)","Degrees/Awards Conferred (NCES population of institutions)(Sum)"
2004,"Psychology","Doctorate Degrees","Other/Unknown Degree Level",184
2004,"Psychology","Bachelor's Degrees","Doctorate-granting Institutions",42938
2004,"Psychology","Bachelor's Degrees","First Professional Institutions",2082
2004,"Psychology","Bachelor's Degrees","Master's-granting Institutions",27530
2004,"Psychology","Bachelor's Degrees","Bachelor's-granting Institutions",9458
2004,"Psychology","Bachelor's Degrees","Two-year Institutions",436
2004,"Psychology","Bachelor's Degrees","Other/Unknown Degree Level",162
2004,"Social Sciences","Doctorate Degrees","Doctorate-granting Institutions",3879
2004,"Social Sciences","Doctorate Degrees","First Professional Institutions",1
2004,"Social Sciences","Doctorate Degrees","Master's-granting Institutions",5
2004,"Social Sciences","Doctorate Degrees","Other/Unknown Degree Level",1
2004,"Social Sciences","Bachelor's Degrees","Doctorate-granting Institutions",85570
2004,"Social Sciences","Bachelor's Degrees","First Professional Institutions",3096
2004,"Social Sciences","Bachelor's Degrees","Master's-granting Institutions",34399
2004,"Social Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",14263
2004,"Social Sciences","Bachelor's Degrees","Two-year Institutions",162
2004,"Social Sciences","Bachelor's Degrees","Other/Unknown Degree Level",249
2004,"Science and Engineering Technologies","Doctorate Degrees","Doctorate-granting Institutions",114
2004,"Science and Engineering Technologies","Bachelor's Degrees","Doctorate-granting Institutions",11857
2004,"Science and Engineering Technologies","Bachelor's Degrees","First Professional Institutions",827
2004,"Science and Engineering Technologies","Bachelor's Degrees","Master's-granting Institutions",8474
2004,"Science and Engineering Technologies","Bachelor's Degrees","Bachelor's-granting Institutions",3529
2004,"Science and Engineering Technologies","Bachelor's Degrees","Two-year Institutions",934
2004,"Science and Engineering Technologies","Bachelor's Degrees","Other/Unknown Degree Level",606
2004,"Interdisciplinary or Other Sciences","Doctorate Degrees","Doctorate-granting Institutions",90
2004,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Doctorate-granting Institutions",2578
2004,"Interdisciplinary or Other Sciences","Bachelor's Degrees","First Professional Institutions",302
2004,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Master's-granting Institutions",706
2004,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",524
2004,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Two-year Institutions",40
2004,"Humanities","Doctorate Degrees","Doctorate-granting Institutions",3251
2004,"Humanities","Doctorate Degrees","First Professional Institutions",3
2004,"Humanities","Bachelor's Degrees","Doctorate-granting Institutions",58538
2004,"Humanities","Bachelor's Degrees","First Professional Institutions",2564
2004,"Humanities","Bachelor's Degrees","Master's-granting Institutions",31075
2004,"Humanities","Bachelor's Degrees","Bachelor's-granting Institutions",12012
2004,"Humanities","Bachelor's Degrees","Two-year Institutions",282
2004,"Humanities","Bachelor's Degrees","Other/Unknown Degree Level",45
2004,"Religion and Theology","Doctorate Degrees","Doctorate-granting Institutions",1298
2004,"Religion and Theology","Doctorate Degrees","First Professional Institutions",96
2004,"Religion and Theology","Doctorate Degrees","Master's-granting Institutions",3
2004,"Religion and Theology","Doctorate Degrees","Bachelor's-granting Institutions",47
2004,"Religion and Theology","Doctorate Degrees","Other/Unknown Degree Level",55
2004,"Religion and Theology","Bachelor's Degrees","Doctorate-granting Institutions",2936
2004,"Religion and Theology","Bachelor's Degrees","First Professional Institutions",1221
2004,"Religion and Theology","Bachelor's Degrees","Master's-granting Institutions",2624
2004,"Religion and Theology","Bachelor's Degrees","Bachelor's-granting Institutions",3918
2004,"Religion and Theology","Bachelor's Degrees","Two-year Institutions",141
2004,"Religion and Theology","Bachelor's Degrees","Other/Unknown Degree Level",619
2004,"Arts and Music","Doctorate Degrees","Doctorate-granting Institutions",1274
2004,"Arts and Music","Doctorate Degrees","First Professional Institutions",2
2004,"Arts and Music","Doctorate Degrees","Master's-granting Institutions",8
2004,"Arts and Music","Bachelor's Degrees","Doctorate-granting Institutions",34812
2004,"Arts and Music","Bachelor's Degrees","First Professional Institutions",1458
2004,"Arts and Music","Bachelor's Degrees","Master's-granting Institutions",27842
2004,"Arts and Music","Bachelor's Degrees","Bachelor's-granting Institutions",9062
2004,"Arts and Music","Bachelor's Degrees","Two-year Institutions",1874
2004,"Arts and Music","Bachelor's Degrees","Other/Unknown Degree Level",1689
2004,"Architecture and Environmental Design","Doctorate Degrees","Doctorate-granting Institutions",174
2004,"Architecture and Environmental Design","Bachelor's Degrees","Doctorate-granting Institutions",7088
2004,"Architecture and Environmental Design","Bachelor's Degrees","First Professional Institutions",61
2004,"Architecture and Environmental Design","Bachelor's Degrees","Master's-granting Institutions",1555
2004,"Architecture and Environmental Design","Bachelor's Degrees","Bachelor's-granting Institutions",307
2004,"Education","Doctorate Degrees","Doctorate-granting Institutions",7246
2004,"Education","Doctorate Degrees","First Professional Institutions",54
2004,"Education","Doctorate Degrees","Master's-granting Institutions",371
2004,"Education","Doctorate Degrees","Bachelor's-granting Institutions",6
2004,"Education","Doctorate Degrees","Other/Unknown Degree Level",66
2004,"Education","Bachelor's Degrees","Doctorate-granting Institutions",48015
2004,"Education","Bachelor's Degrees","First Professional Institutions",2826
2004,"Education","Bachelor's Degrees","Master's-granting Institutions",54409
2004,"Education","Bachelor's Degrees","Bachelor's-granting Institutions",16143
2004,"Education","Bachelor's Degrees","Two-year Institutions",1264
2004,"Education","Bachelor's Degrees","Other/Unknown Degree Level",517
2004,"Business and Management","Doctorate Degrees","Doctorate-granting Institutions",1313
2004,"Business and Management","Doctorate Degrees","First Professional Institutions",53
2004,"Business and Management","Doctorate Degrees","Master's-granting Institutions",104
2004,"Business and Management","Doctorate Degrees","Other/Unknown Degree Level",90
2004,"Business and Management","Bachelor's Degrees","Doctorate-granting Institutions",138340
2004,"Business and Management","Bachelor's Degrees","First Professional Institutions",8260
2004,"Business and Management","Bachelor's Degrees","Master's-granting Institutions",117930
2004,"Business and Management","Bachelor's Degrees","Bachelor's-granting Institutions",42225
2004,"Business and Management","Bachelor's Degrees","Two-year Institutions",6912
2004,"Business and Management","Bachelor's Degrees","Other/Unknown Degree Level",4934
2004,"Communication and Librarianship","Doctorate Degrees","Doctorate-granting Institutions",450
2004,"Communication and Librarianship","Doctorate Degrees","First Professional Institutions",12
2004,"Communication and Librarianship","Doctorate Degrees","Master's-granting Institutions",3
2004,"Communication and Librarianship","Bachelor's Degrees","Doctorate-granting Institutions",41920
2004,"Communication and Librarianship","Bachelor's Degrees","First Professional Institutions",1488
2004,"Communication and Librarianship","Bachelor's Degrees","Master's-granting Institutions",23392
2004,"Communication and Librarianship","Bachelor's Degrees","Bachelor's-granting Institutions",4444
2004,"Communication and Librarianship","Bachelor's Degrees","Two-year Institutions",359
2004,"Communication and Librarianship","Bachelor's Degrees","Other/Unknown Degree Level",56
2004,"Law","Doctorate Degrees","Doctorate-granting Institutions",119
2004,"Law","Bachelor's Degrees","Doctorate-granting Institutions",1084
2004,"Law","Bachelor's Degrees","First Professional Institutions",78
2004,"Law","Bachelor's Degrees","Master's-granting Institutions",287
2004,"Law","Bachelor's Degrees","Bachelor's-granting Institutions",187
2004,"Law","Bachelor's Degrees","Two-year Institutions",42
2004,"Law","Bachelor's Degrees","Other/Unknown Degree Level",17
2004,"Social Service Professions","Doctorate Degrees","Doctorate-granting Institutions",327
2004,"Social Service Professions","Doctorate Degrees","Master's-granting Institutions",2
2004,"Social Service Professions","Doctorate Degrees","Other/Unknown Degree Level",1
2004,"Social Service Professions","Bachelor's Degrees","Doctorate-granting Institutions",6486
2004,"Social Service Professions","Bachelor's Degrees","First Professional Institutions",554
2004,"Social Service Professions","Bachelor's Degrees","Master's-granting Institutions",6587
2004,"Social Service Professions","Bachelor's Degrees","Bachelor's-granting Institutions",2020
2004,"Social Service Professions","Bachelor's Degrees","Two-year Institutions",165
2004,"Social Service Professions","Bachelor's Degrees","Other/Unknown Degree Level",3
2004,"Vocational Studies and Home Economics","Doctorate Degrees","Doctorate-granting Institutions",421
2004,"Vocational Studies and Home Economics","Doctorate Degrees","First Professional Institutions",4
2004,"Vocational Studies and Home Economics","Doctorate Degrees","Master's-granting Institutions",5
2004,"Vocational Studies and Home Economics","Doctorate Degrees","Other/Unknown Degree Level",7
2004,"Vocational Studies and Home Economics","Bachelor's Degrees","Doctorate-granting Institutions",23623
2004,"Vocational Studies and Home Economics","Bachelor's Degrees","First Professional Institutions",1593
2004,"Vocational Studies and Home Economics","Bachelor's Degrees","Master's-granting Institutions",17425
2004,"Vocational Studies and Home Economics","Bachelor's Degrees","Bachelor's-granting Institutions",4306
2004,"Vocational Studies and Home Economics","Bachelor's Degrees","Two-year Institutions",895
2004,"Vocational Studies and Home Economics","Bachelor's Degrees","Other/Unknown Degree Level",258
2004,"Other Non-sciences or Unknown Disciplines","Doctorate Degrees","Doctorate-granting Institutions",464
2004,"Other Non-sciences or Unknown Disciplines","Doctorate Degrees","Master's-granting Institutions",25
2004,"Other Non-sciences or Unknown Disciplines","Doctorate Degrees","Other/Unknown Degree Level",23
2004,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Doctorate-granting Institutions",32962
2004,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","First Professional Institutions",2226
2004,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Master's-granting Institutions",32871
2004,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Bachelor's-granting Institutions",8067
2004,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Two-year Institutions",1106
2004,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Other/Unknown Degree Level",2195
2005,"Engineering","Doctorate Degrees","Doctorate-granting Institutions",6517
2005,"Engineering","Doctorate Degrees","First Professional Institutions",1
2005,"Engineering","Doctorate Degrees","Master's-granting Institutions",30
2005,"Engineering","Bachelor's Degrees","Doctorate-granting Institutions",54364
2005,"Engineering","Bachelor's Degrees","First Professional Institutions",368
2005,"Engineering","Bachelor's Degrees","Master's-granting Institutions",8977
2005,"Engineering","Bachelor's Degrees","Bachelor's-granting Institutions",2270
2005,"Engineering","Bachelor's Degrees","Two-year Institutions",86
2005,"Engineering","Bachelor's Degrees","Other/Unknown Degree Level",87
2005,"Physical Sciences","Doctorate Degrees","Doctorate-granting Institutions",3604
2005,"Physical Sciences","Doctorate Degrees","First Professional Institutions",11
2005,"Physical Sciences","Doctorate Degrees","Master's-granting Institutions",5
2005,"Physical Sciences","Bachelor's Degrees","Doctorate-granting Institutions",8336
2005,"Physical Sciences","Bachelor's Degrees","First Professional Institutions",474
2005,"Physical Sciences","Bachelor's Degrees","Master's-granting Institutions",4174
2005,"Physical Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",2012
2005,"Physical Sciences","Bachelor's Degrees","Two-year Institutions",9
2005,"Geosciences","Doctorate Degrees","Doctorate-granting Institutions",572
2005,"Geosciences","Bachelor's Degrees","Doctorate-granting Institutions",2412
2005,"Geosciences","Bachelor's Degrees","First Professional Institutions",59
2005,"Geosciences","Bachelor's Degrees","Master's-granting Institutions",1135
2005,"Geosciences","Bachelor's Degrees","Bachelor's-granting Institutions",342
2005,"Geosciences","Bachelor's Degrees","Two-year Institutions",11
2005,"Math and Computer Sciences","Doctorate Degrees","Doctorate-granting Institutions",2264
2005,"Math and Computer Sciences","Doctorate Degrees","Master's-granting Institutions",31
2005,"Math and Computer Sciences","Doctorate Degrees","Other/Unknown Degree Level",6
2005,"Math and Computer Sciences","Bachelor's Degrees","Doctorate-granting Institutions",29021
2005,"Math and Computer Sciences","Bachelor's Degrees","First Professional Institutions",1315
2005,"Math and Computer Sciences","Bachelor's Degrees","Master's-granting Institutions",23595
2005,"Math and Computer Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",9104
2005,"Math and Computer Sciences","Bachelor's Degrees","Two-year Institutions",2105
2005,"Math and Computer Sciences","Bachelor's Degrees","Other/Unknown Degree Level",4264
2005,"Life Sciences","Doctorate Degrees","Doctorate-granting Institutions",11330
2005,"Life Sciences","Doctorate Degrees","First Professional Institutions",705
2005,"Life Sciences","Doctorate Degrees","Master's-granting Institutions",738
2005,"Life Sciences","Doctorate Degrees","Bachelor's-granting Institutions",46
2005,"Life Sciences","Doctorate Degrees","Other/Unknown Degree Level",17
2005,"Life Sciences","Bachelor's Degrees","Doctorate-granting Institutions",91656
2005,"Life Sciences","Bachelor's Degrees","First Professional Institutions",4469
2005,"Life Sciences","Bachelor's Degrees","Master's-granting Institutions",46214
2005,"Life Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",14755
2005,"Life Sciences","Bachelor's Degrees","Two-year Institutions",1038
2005,"Life Sciences","Bachelor's Degrees","Other/Unknown Degree Level",1513
2005,"Psychology","Doctorate Degrees","Doctorate-granting Institutions",4039
2005,"Psychology","Doctorate Degrees","First Professional Institutions",105
2005,"Psychology","Doctorate Degrees","Master's-granting Institutions",123
2005,"Psychology","Doctorate Degrees","Two-year Institutions",37
2005,"Psychology","Doctorate Degrees","Other/Unknown Degree Level",377
2005,"Psychology","Bachelor's Degrees","Doctorate-granting Institutions",44969
2005,"Psychology","Bachelor's Degrees","First Professional Institutions",2214
2005,"Psychology","Bachelor's Degrees","Master's-granting Institutions",28461
2005,"Psychology","Bachelor's Degrees","Bachelor's-granting Institutions",9655
2005,"Psychology","Bachelor's Degrees","Two-year Institutions",476
2005,"Psychology","Bachelor's Degrees","Other/Unknown Degree Level",256
2005,"Social Sciences","Doctorate Degrees","Doctorate-granting Institutions",3891
2005,"Social Sciences","Doctorate Degrees","First Professional Institutions",2
2005,"Social Sciences","Doctorate Degrees","Master's-granting Institutions",11
2005,"Social Sciences","Doctorate Degrees","Other/Unknown Degree Level",6
2005,"Social Sciences","Bachelor's Degrees","Doctorate-granting Institutions",90280
2005,"Social Sciences","Bachelor's Degrees","First Professional Institutions",3204
2005,"Social Sciences","Bachelor's Degrees","Master's-granting Institutions",36011
2005,"Social Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",14636
2005,"Social Sciences","Bachelor's Degrees","Two-year Institutions",238
2005,"Social Sciences","Bachelor's Degrees","Other/Unknown Degree Level",202
2005,"Science and Engineering Technologies","Doctorate Degrees","Doctorate-granting Institutions",93
2005,"Science and Engineering Technologies","Bachelor's Degrees","Doctorate-granting Institutions",12503
2005,"Science and Engineering Technologies","Bachelor's Degrees","First Professional Institutions",805
2005,"Science and Engineering Technologies","Bachelor's Degrees","Master's-granting Institutions",8896
2005,"Science and Engineering Technologies","Bachelor's Degrees","Bachelor's-granting Institutions",3305
2005,"Science and Engineering Technologies","Bachelor's Degrees","Two-year Institutions",902
2005,"Science and Engineering Technologies","Bachelor's Degrees","Other/Unknown Degree Level",856
2005,"Interdisciplinary or Other Sciences","Doctorate Degrees","Doctorate-granting Institutions",105
2005,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Doctorate-granting Institutions",2588
2005,"Interdisciplinary or Other Sciences","Bachelor's Degrees","First Professional Institutions",338
2005,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Master's-granting Institutions",630
2005,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",584
2005,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Two-year Institutions",51
2005,"Humanities","Doctorate Degrees","Doctorate-granting Institutions",3235
2005,"Humanities","Doctorate Degrees","First Professional Institutions",4
2005,"Humanities","Bachelor's Degrees","Doctorate-granting Institutions",60425
2005,"Humanities","Bachelor's Degrees","First Professional Institutions",2625
2005,"Humanities","Bachelor's Degrees","Master's-granting Institutions",32067
2005,"Humanities","Bachelor's Degrees","Bachelor's-granting Institutions",12010
2005,"Humanities","Bachelor's Degrees","Two-year Institutions",282
2005,"Humanities","Bachelor's Degrees","Other/Unknown Degree Level",121
2005,"Religion and Theology","Doctorate Degrees","Doctorate-granting Institutions",1316
2005,"Religion and Theology","Doctorate Degrees","First Professional Institutions",132
2005,"Religion and Theology","Doctorate Degrees","Master's-granting Institutions",32
2005,"Religion and Theology","Doctorate Degrees","Bachelor's-granting Institutions",61
2005,"Religion and Theology","Doctorate Degrees","Other/Unknown Degree Level",66
2005,"Religion and Theology","Bachelor's Degrees","Doctorate-granting Institutions",2835
2005,"Religion and Theology","Bachelor's Degrees","First Professional Institutions",1419
2005,"Religion and Theology","Bachelor's Degrees","Master's-granting Institutions",2693
2005,"Religion and Theology","Bachelor's Degrees","Bachelor's-granting Institutions",4058
2005,"Religion and Theology","Bachelor's Degrees","Two-year Institutions",145
2005,"Religion and Theology","Bachelor's Degrees","Other/Unknown Degree Level",1355
2005,"Arts and Music","Doctorate Degrees","Doctorate-granting Institutions",1268
2005,"Arts and Music","Doctorate Degrees","First Professional Institutions",5
2005,"Arts and Music","Doctorate Degrees","Master's-granting Institutions",6
2005,"Arts and Music","Bachelor's Degrees","Doctorate-granting Institutions",35964
2005,"Arts and Music","Bachelor's Degrees","First Professional Institutions",1489
2005,"Arts and Music","Bachelor's Degrees","Master's-granting Institutions",29114
2005,"Arts and Music","Bachelor's Degrees","Bachelor's-granting Institutions",9576
2005,"Arts and Music","Bachelor's Degrees","Two-year Institutions",1977
2005,"Arts and Music","Bachelor's Degrees","Other/Unknown Degree Level",2425
2005,"Architecture and Environmental Design","Doctorate Degrees","Doctorate-granting Institutions",179
2005,"Architecture and Environmental Design","Bachelor's Degrees","Doctorate-granting Institutions",7324
2005,"Architecture and Environmental Design","Bachelor's Degrees","First Professional Institutions",48
2005,"Architecture and Environmental Design","Bachelor's Degrees","Master's-granting Institutions",1654
2005,"Architecture and Environmental Design","Bachelor's Degrees","Bachelor's-granting Institutions",305
2005,"Architecture and Environmental Design","Bachelor's Degrees","Other/Unknown Degree Level",41
2005,"Education","Doctorate Degrees","Doctorate-granting Institutions",7601
2005,"Education","Doctorate Degrees","First Professional Institutions",76
2005,"Education","Doctorate Degrees","Master's-granting Institutions",533
2005,"Education","Doctorate Degrees","Bachelor's-granting Institutions",13
2005,"Education","Doctorate Degrees","Two-year Institutions",2
2005,"Education","Doctorate Degrees","Other/Unknown Degree Level",137
2005,"Education","Bachelor's Degrees","Doctorate-granting Institutions",47709
2005,"Education","Bachelor's Degrees","First Professional Institutions",2890
2005,"Education","Bachelor's Degrees","Master's-granting Institutions",53870
2005,"Education","Bachelor's Degrees","Bachelor's-granting Institutions",16494
2005,"Education","Bachelor's Degrees","Two-year Institutions",1684
2005,"Education","Bachelor's Degrees","Other/Unknown Degree Level",624
2005,"Business and Management","Doctorate Degrees","Doctorate-granting Institutions",1284
2005,"Business and Management","Doctorate Degrees","First Professional Institutions",62
2005,"Business and Management","Doctorate Degrees","Master's-granting Institutions",125
2005,"Business and Management","Doctorate Degrees","Other/Unknown Degree Level",109
2005,"Business and Management","Bachelor's Degrees","Doctorate-granting Institutions",136510
2005,"Business and Management","Bachelor's Degrees","First Professional Institutions",8213
2005,"Business and Management","Bachelor's Degrees","Master's-granting Institutions",119892
2005,"Business and Management","Bachelor's Degrees","Bachelor's-granting Institutions",41709
2005,"Business and Management","Bachelor's Degrees","Two-year Institutions",7361
2005,"Business and Management","Bachelor's Degrees","Other/Unknown Degree Level",8526
2005,"Communication and Librarianship","Doctorate Degrees","Doctorate-granting Institutions",492
2005,"Communication and Librarianship","Doctorate Degrees","First Professional Institutions",14
2005,"Communication and Librarianship","Doctorate Degrees","Master's-granting Institutions",1
2005,"Communication and Librarianship","Bachelor's Degrees","Doctorate-granting Institutions",42433
2005,"Communication and Librarianship","Bachelor's Degrees","First Professional Institutions",1642
2005,"Communication and Librarianship","Bachelor's Degrees","Master's-granting Institutions",24246
2005,"Communication and Librarianship","Bachelor's Degrees","Bachelor's-granting Institutions",4592
2005,"Communication and Librarianship","Bachelor's Degrees","Two-year Institutions",424
2005,"Communication and Librarianship","Bachelor's Degrees","Other/Unknown Degree Level",52
2005,"Law","Doctorate Degrees","Doctorate-granting Institutions",98
2005,"Law","Bachelor's Degrees","Doctorate-granting Institutions",1138
2005,"Law","Bachelor's Degrees","First Professional Institutions",65
2005,"Law","Bachelor's Degrees","Master's-granting Institutions",320
2005,"Law","Bachelor's Degrees","Bachelor's-granting Institutions",176
2005,"Law","Bachelor's Degrees","Two-year Institutions",65
2005,"Law","Bachelor's Degrees","Other/Unknown Degree Level",19
2005,"Social Service Professions","Doctorate Degrees","Doctorate-granting Institutions",336
2005,"Social Service Professions","Doctorate Degrees","Master's-granting Institutions",2
2005,"Social Service Professions","Bachelor's Degrees","Doctorate-granting Institutions",6673
2005,"Social Service Professions","Bachelor's Degrees","First Professional Institutions",630
2005,"Social Service Professions","Bachelor's Degrees","Master's-granting Institutions",6502
2005,"Social Service Professions","Bachelor's Degrees","Bachelor's-granting Institutions",2058
2005,"Social Service Professions","Bachelor's Degrees","Two-year Institutions",223
2005,"Social Service Professions","Bachelor's Degrees","Other/Unknown Degree Level",4
2005,"Vocational Studies and Home Economics","Doctorate Degrees","Doctorate-granting Institutions",469
2005,"Vocational Studies and Home Economics","Doctorate Degrees","First Professional Institutions",3
2005,"Vocational Studies and Home Economics","Doctorate Degrees","Master's-granting Institutions",9
2005,"Vocational Studies and Home Economics","Doctorate Degrees","Other/Unknown Degree Level",4
2005,"Vocational Studies and Home Economics","Bachelor's Degrees","Doctorate-granting Institutions",24897
2005,"Vocational Studies and Home Economics","Bachelor's Degrees","First Professional Institutions",1613
2005,"Vocational Studies and Home Economics","Bachelor's Degrees","Master's-granting Institutions",18988
2005,"Vocational Studies and Home Economics","Bachelor's Degrees","Bachelor's-granting Institutions",4483
2005,"Vocational Studies and Home Economics","Bachelor's Degrees","Two-year Institutions",1117
2005,"Vocational Studies and Home Economics","Bachelor's Degrees","Other/Unknown Degree Level",441
2005,"Other Non-sciences or Unknown Disciplines","Doctorate Degrees","Doctorate-granting Institutions",474
2005,"Other Non-sciences or Unknown Disciplines","Doctorate Degrees","Master's-granting Institutions",17
2005,"Other Non-sciences or Unknown Disciplines","Doctorate Degrees","Other/Unknown Degree Level",24
2005,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Doctorate-granting Institutions",34065
2005,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","First Professional Institutions",2367
2005,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Master's-granting Institutions",33086
2005,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Bachelor's-granting Institutions",8346
2005,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Two-year Institutions",1196
2005,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Other/Unknown Degree Level",2881
2006,"Engineering","Doctorate Degrees","Doctorate-granting Institutions",7361
2006,"Engineering","Doctorate Degrees","First Professional Institutions",2
2006,"Engineering","Doctorate Degrees","Master's-granting Institutions",39
2006,"Engineering","Bachelor's Degrees","Doctorate-granting Institutions",55535
2006,"Engineering","Bachelor's Degrees","First Professional Institutions",441
2006,"Engineering","Bachelor's Degrees","Master's-granting Institutions",9658
2006,"Engineering","Bachelor's Degrees","Bachelor's-granting Institutions",2286
2006,"Engineering","Bachelor's Degrees","Two-year Institutions",147
2006,"Engineering","Bachelor's Degrees","Other/Unknown Degree Level",160
2006,"Physical Sciences","Doctorate Degrees","Doctorate-granting Institutions",3972
2006,"Physical Sciences","Doctorate Degrees","First Professional Institutions",5
2006,"Physical Sciences","Doctorate Degrees","Master's-granting Institutions",9
2006,"Physical Sciences","Bachelor's Degrees","Doctorate-granting Institutions",9131
2006,"Physical Sciences","Bachelor's Degrees","First Professional Institutions",426
2006,"Physical Sciences","Bachelor's Degrees","Master's-granting Institutions",4666
2006,"Physical Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",2148
2006,"Physical Sciences","Bachelor's Degrees","Two-year Institutions",19
2006,"Geosciences","Doctorate Degrees","Doctorate-granting Institutions",599
2006,"Geosciences","Doctorate Degrees","Master's-granting Institutions",1
2006,"Geosciences","Bachelor's Degrees","Doctorate-granting Institutions",2479
2006,"Geosciences","Bachelor's Degrees","First Professional Institutions",67
2006,"Geosciences","Bachelor's Degrees","Master's-granting Institutions",1125
2006,"Geosciences","Bachelor's Degrees","Bachelor's-granting Institutions",300
2006,"Geosciences","Bachelor's Degrees","Two-year Institutions",16
2006,"Math and Computer Sciences","Doctorate Degrees","Doctorate-granting Institutions",2686
2006,"Math and Computer Sciences","Doctorate Degrees","Master's-granting Institutions",19
2006,"Math and Computer Sciences","Doctorate Degrees","Other/Unknown Degree Level",8
2006,"Math and Computer Sciences","Bachelor's Degrees","Doctorate-granting Institutions",25517
2006,"Math and Computer Sciences","Bachelor's Degrees","First Professional Institutions",1149
2006,"Math and Computer Sciences","Bachelor's Degrees","Master's-granting Institutions",21876
2006,"Math and Computer Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",7771
2006,"Math and Computer Sciences","Bachelor's Degrees","Two-year Institutions",2131
2006,"Math and Computer Sciences","Bachelor's Degrees","Other/Unknown Degree Level",4866
2006,"Life Sciences","Doctorate Degrees","Doctorate-granting Institutions",12190
2006,"Life Sciences","Doctorate Degrees","First Professional Institutions",857
2006,"Life Sciences","Doctorate Degrees","Master's-granting Institutions",1028
2006,"Life Sciences","Doctorate Degrees","Bachelor's-granting Institutions",72
2006,"Life Sciences","Doctorate Degrees","Two-year Institutions",54
2006,"Life Sciences","Doctorate Degrees","Other/Unknown Degree Level",63
2006,"Life Sciences","Bachelor's Degrees","Doctorate-granting Institutions",98869
2006,"Life Sciences","Bachelor's Degrees","First Professional Institutions",4698
2006,"Life Sciences","Bachelor's Degrees","Master's-granting Institutions",51698
2006,"Life Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",16578
2006,"Life Sciences","Bachelor's Degrees","Two-year Institutions",1618
2006,"Life Sciences","Bachelor's Degrees","Other/Unknown Degree Level",2344
2006,"Psychology","Doctorate Degrees","Doctorate-granting Institutions",3883
2006,"Psychology","Doctorate Degrees","First Professional Institutions",88
2006,"Psychology","Doctorate Degrees","Master's-granting Institutions",123
2006,"Psychology","Doctorate Degrees","Two-year Institutions",50
2006,"Psychology","Doctorate Degrees","Other/Unknown Degree Level",340
2006,"Psychology","Bachelor's Degrees","Doctorate-granting Institutions",46114
2006,"Psychology","Bachelor's Degrees","First Professional Institutions",2407
2006,"Psychology","Bachelor's Degrees","Master's-granting Institutions",29303
2006,"Psychology","Bachelor's Degrees","Bachelor's-granting Institutions",9820
2006,"Psychology","Bachelor's Degrees","Two-year Institutions",557
2006,"Psychology","Bachelor's Degrees","Other/Unknown Degree Level",350
2006,"Social Sciences","Doctorate Degrees","Doctorate-granting Institutions",4053
2006,"Social Sciences","Doctorate Degrees","First Professional Institutions",4
2006,"Social Sciences","Doctorate Degrees","Master's-granting Institutions",16
2006,"Social Sciences","Doctorate Degrees","Other/Unknown Degree Level",19
2006,"Social Sciences","Bachelor's Degrees","Doctorate-granting Institutions",92506
2006,"Social Sciences","Bachelor's Degrees","First Professional Institutions",2950
2006,"Social Sciences","Bachelor's Degrees","Master's-granting Institutions",37312
2006,"Social Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",14777
2006,"Social Sciences","Bachelor's Degrees","Two-year Institutions",276
2006,"Social Sciences","Bachelor's Degrees","Other/Unknown Degree Level",293
2006,"Science and Engineering Technologies","Doctorate Degrees","Doctorate-granting Institutions",140
2006,"Science and Engineering Technologies","Doctorate Degrees","First Professional Institutions",38
2006,"Science and Engineering Technologies","Bachelor's Degrees","Doctorate-granting Institutions",12861
2006,"Science and Engineering Technologies","Bachelor's Degrees","First Professional Institutions",903
2006,"Science and Engineering Technologies","Bachelor's Degrees","Master's-granting Institutions",9171
2006,"Science and Engineering Technologies","Bachelor's Degrees","Bachelor's-granting Institutions",3083
